5.102716,-0.557099,28.182386,380.000000,233.000000
0.000103,-1.856256,43.121788,320.000000,224.000000
21.522806,-2.658665,69.921974,422.000000,226.000000
10.942254,-1.869305,23.699165,473.000000,211.000000
5.721066,-2.649733,65.371674,349.000000,225.000000
5.035875,-1.255604,32.721287,371.000000,226.000000
5.181875,-0.372161,22.593824,396.000000,234.000000
11.130367,-1.977781,45.534447,401.000000,224.000000
1.597791,1.200397,12.313039,363.000000,276.000000
31.246752,-1.766297,71.409004,465.000000,231.000000
9.858622,-1.777883,46.669727,390.000000,226.000000
61.568775,0.179576,79.695724,576.000000,241.000000
27.536602,-0.333081,37.862461,561.000000,237.000000
10.029334,-1.156144,36.520123,411.000000,228.000000
13.557814,0.589994,27.904783,481.000000,248.000000
0.000101,1.283164,35.566120,320.000000,253.000000
1.797878,0.906826,12.411726,368.000000,267.000000
0.000036,0.123207,43.295296,320.000000,241.000000
67.927528,-1.892319,76.561951,614.000000,231.000000
5.053934,1.013812,12.497924,454.000000,270.000000
4.677352,0.781510,15.815557,418.000000,258.000000
1.024742,0.361738,22.638519,335.000000,246.000000
32.654640,0.967349,40.679676,586.000000,249.000000
37.137802,-0.990607,40.481464,624.000000,231.000000
55.489761,-1.763489,71.547455,577.000000,231.000000
2.019397,1.342434,12.392014,374.000000,280.000000
64.884720,-0.023466,74.915993,607.000000,240.000000
5.845078,0.388648,13.357880,465.000000,251.000000
5.042877,0.167217,12.854368,450.000000,245.000000
5.758028,0.331217,8.119302,555.000000,255.000000
2.219612,0.839122,11.863098,382.000000,266.000000
39.460411,0.328975,41.119511,638.000000,243.000000
35.298000,1.238394,38.476017,624.000000,252.000000
1.146204,0.781227,13.097132,349.000000,262.000000
35.707657,1.455569,41.810814,603.000000,253.000000
2.446619,0.412689,17.249907,367.000000,249.000000
3.329216,0.440739,13.619803,401.000000,252.000000
5.465252,1.184669,12.489804,465.000000,275.000000
4.958183,1.393051,12.541944,451.000000,281.000000
1.189792,-2.193105,19.714556,340.000000,199.000000
0.756748,1.288779,13.198188,339.000000,276.000000
38.367664,-1.098494,39.980919,638.000000,230.000000
29.358870,1.416122,38.002602,576.000000,254.000000
38.269627,1.609075,43.134094,614.000000,254.000000
11.635683,-2.449302,41.018543,414.000000,218.000000
20.556305,-1.866607,52.804409,449.000000,227.000000
19.355024,-1.512690,22.269779,608.000000,215.000000
18.963478,-2.107491,22.049141,605.000000,205.000000
2.632084,0.459960,13.017784,387.000000,253.000000
44.219654,0.138693,53.871620,592.000000,241.000000
5.778263,0.270974,17.406904,430.000000,246.000000
38.225243,1.489968,39.832432,638.000000,254.000000
5.963781,-0.831846,8.783193,545.000000,205.000000
2.172410,-1.859653,17.997864,360.000000,202.000000
2.116852,0.351178,18.958721,357.000000,247.000000
4.894070,1.418862,16.548374,418.000000,272.000000
2.149663,-1.833560,11.306675,383.000000,180.000000
2.105839,-1.894473,27.913433,345.000000,215.000000
27.720007,-2.201195,38.273594,560.000000,219.000000
36.363270,-2.068393,39.637459,624.000000,221.000000
1.238177,1.278730,12.433176,353.000000,278.000000
4.521856,1.271084,12.383519,441.000000,278.000000
3.020468,1.303465,12.669531,399.000000,278.000000
2.401910,1.175396,12.059415,386.000000,276.000000
1.483476,0.711514,12.604655,359.000000,261.000000
3.635754,0.318054,13.239398,411.000000,249.000000
6.296124,-1.655322,15.926904,451.000000,202.000000
5.007627,-1.877527,19.754847,404.000000,205.000000
5.904527,1.555887,7.857808,569.000000,313.000000
4.710203,-2.337017,26.911198,378.000000,208.000000
2.102385,-2.014828,46.445343,335.000000,224.000000
5.585853,1.544242,8.012978,551.000000,311.000000
27.754627,-2.113246,36.788494,570.000000,219.000000
4.117120,-2.094066,20.362564,387.000000,202.000000
6.017926,1.014585,12.949089,474.000000,269.000000
2.379294,-2.783640,26.282516,350.000000,201.000000
18.700048,-1.637868,20.724678,619.000000,211.000000
0.216890,-2.218481,14.375708,325.000000,183.000000
4.953630,1.524205,11.016716,469.000000,291.000000
47.388741,0.400284,52.872898,617.000000,243.000000
6.673095,-1.618147,18.125099,442.000000,207.000000
52.485844,-2.060510,62.788063,597.000000,228.000000
